"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
AL-079,"Lawrence County",63.0,126,3.0,60
AL-081,"Lee County",65.5,125,2.5,63
AL-083,"Limestone County",63.7,126,3.9,59.8
AL-085,"Lowndes County",67.9,126,3.4,64.5
AL-087,"Macon County",67.1,126,3.0,64.1
AL-089,"Madison County",63.8,126,3.9,59.9
AL-091,"Marengo County",66.9,126,2.6,64.3
AL-093,"Marion County",63.7,126,2.9,60.8
AL-095,"Marshall County",64.0,126,3.7,60.3
AL-097,"Mobile County",69.3,126,2.8,66.5
AL-099,"Monroe County",68.0,125,2.8,65.2
AL-101,"Montgomery County",68.2,126,3.8,64.4
AL-103,"Morgan County",63.8,126,3.5,60.3
AL-105,"Perry County",66.4,126,2.8,63.6
AL-107,"Pickens County",66.1,126,3.0,63.1
AL-109,"Pike County",67.5,126,2.8,64.7
AL-111,"Randolph County",64.0,126,3.5,60.5
AL-113,"Russell County",66.5,123,2.3,64.2
AL-115,"St. Clair County",65.1,126,4.0,61.1
AL-117,"Shelby County",65.2,126,3.2,62
AL-119,"Sumter County",66.5,126,2.5,64
AL-121,"Talladega County",65.2,126,3.4,61.8
AL-123,"Tallapoosa County",65.1,126,2.9,62.2
AL-125,"Tuscaloosa County",65.9,125,2.9,63
AL-127,"Walker County",64.7,126,3.1,61.6
AL-129,"Washington County",68.1,126,2.7,65.4
AL-131,"Wilcox County",67.6,126,2.9,64.7
AL-133,"Winston County",63.2,126,2.9,60.3
AZ-001,"Apache County",52.3,123,2.6,49.7
AZ-003,"Cochise County",62.7,124,2.3,60.4
AZ-005,"Coconino County",54.4,123,2.7,51.7
AZ-007,"Gila County",61.8,124,3.3,58.5
AZ-009,"Graham County",62.7,124,2.5,60.2
AZ-011,"Greenlee County",58.2,121,2.4,55.8
AZ-012,"La Paz County",73.6,124,3.3,70.3
AZ-013,"Maricopa County",72.7,124,3.6,69.1
AZ-015,"Mohave County",64.1,123,2.7,61.4
AZ-017,"Navajo County",53.8,124,2.7,51.1
AZ-019,"Pima County",69.5,124,3.0,66.5
AZ-021,"Pinal County",70.7,124,3.1,67.6
AZ-023,"Santa Cruz County",62.3,123,2.4,59.9
AZ-025,"Yavapai County",61.2,124,2.9,58.3
AZ-027,"Yuma County",74.4,124,3.6,70.8
AR-001,"Arkansas County",65.1,126,2.9,62.2
AR-003,"Ashley County",66.6,126,3.4,63.2
AR-005,"Baxter County",60.1,125,3.0,57.1
AR-007,"Benton County",60.4,125,3.1,57.3
AR-009,"Boone County",59.3,123,2.5,56.8
AR-011,"Bradley County",66.1,126,3.4,62.7
AR-013,"Calhoun County",65.4,126,2.7,62.7
AR-015,"Carroll County",59.6,123,2.6,57
AR-017,"Chicot County",66.5,126,3.0,63.5
AR-019,"Clark County",64.6,126,2.5,62.1
AR-021,"Clay County",61.6,125,2.9,58.7
AR-023,"Cleburne County",61.9,125,3.1,58.8
AR-025,"Cleveland County",64.9,126,2.6,62.3
AR-027,"Columbia County",65.8,126,2.5,63.3
AR-029,"Conway County",62.8,124,2.6,60.2
AR-031,"Craighead County",62.7,126,3.3,59.4
AR-033,"Crawford County",62.2,125,2.9,59.3
AR-035,"Crittenden County",64.5,126,3.3,61.2
AR-037,"Cross County",63.7,125,2.9,60.8
AR-039,"Dallas County",64.4,123,2.2,62.2
AR-041,"Desha County",65.4,126,2.7,62.7
AR-043,"Drew County",66.0,126,3.2,62.8
AR-045,"Faulkner County",63.3,124,2.8,60.5
AR-047,"Franklin County",62.0,125,2.7,59.3
AR-049,"Fulton County",60.3,126,3.8,56.5
AR-051,"Garland County",63.4,125,2.6,60.8
AR-053,"Grant County",64.3,121,2.3,62
AR-055,"Greene County",62.0,126,3.0,59
AR-057,"Hempstead County",65.1,126,2.5,62.6
AR-059,"Hot Spring County",64.1,124,2.3,61.8
AR-061,"Howard County",64.2,126,3.0,61.2
AR-063,"Independence County",61.9,125,3.2,58.7
AR-065,"Izard County",60.5,125,3.0,57.5
AR-067,"Jackson County",62.7,125,3.1,59.6
AR-069,"Jefferson County",64.6,124,2.4,62.2
AR-071,"Johnson County",61.2,125,2.6,58.6
AR-073,"Lafayette County",66.3,126,2.8,63.5
AR-075,"Lawrence County",61.8,126,3.1,58.7
AR-077,"Lee County",64.6,126,3.1,61.5
AR-079,"Lincoln County",65.3,126,2.9,62.4
AR-081,"Little River County",65.8,126,3.2,62.6
AR-083,"Logan County",62.8,125,2.6,60.2
AR-085,"Lonoke County",64.2,125,2.7,61.5
AR-087,"Madison County",59.0,123,2.6,56.4
AR-089,"Marion County",59.8,124,2.7,57.1
AR-091,"Miller County",66.6,126,3.0,63.6
AR-093,"Mississippi County",63.6,126,3.5,60.1
AR-095,"Monroe County",64.5,126,2.8,61.7
AR-097,"Montgomery County",63.1,126,2.9,60.2
AR-099,"Nevada County",65.1,126,2.4,62.7
AR-101,"Newton County",59.1,124,2.7,56.4
AR-103,"Ouachita County",65.2,123,2.2,63
AR-105,"Perry County",63.5,125,2.7,60.8
AR-107,"Phillips County",65.1,126,3.2,61.9
AR-109,"Pike County",63.8,126,2.7,61.1
AR-111,"Poinsett County",63.2,125,3.2,60
AR-113,"Polk County",62.7,126,3.4,59.3
AR-115,"Pope County",61.6,122,2.5,59.1
AR-117,"Prairie County",64.0,123,2.5,61.5
AR-119,"Pulaski County",64.1,125,2.7,61.4
AR-121,"Randolph County",61.0,126,2.9,58.1
AR-123,"St. Francis County",64.1,126,2.9,61.2
AR-125,"Saline County",63.7,125,2.5,61.2
AR-127,"Scott County",62.8,125,3.0,59.8
AR-129,"Searcy County",59.8,125,2.8,57
AR-131,"Sebastian County",63.4,125,3.0,60.4
AR-133,"Sevier County",65.1,126,3.4,61.7
AR-135,"Sharp County",61.0,126,3.5,57.5
AR-137,"Stone County",60.5,125,2.9,57.6
AR-139,"Union County",66.1,126,2.9,63.2
AR-141,"Van Buren County",61.0,125,2.8,58.2
AR-143,"Washington County",59.9,124,2.6,57.3
AR-145,"White County",63.2,125,2.9,60.3
AR-147,"Woodruff County",63.4,123,2.6,60.8
AR-149,"Yell County",63.3,125,2.8,60.5
CA-001,"Alameda County",60.1,119,2.2,57.9
CA-003,"Alpine County",45.7,121,2.4,43.3
CA-005,"Amador County",59.0,118,1.8,57.2
CA-007,"Butte County",60.6,118,1.8,58.8
CA-009,"Calaveras County",59.3,118,1.7,57.6
CA-011,"Colusa County",62.3,120,2.0,60.3
CA-013,"Contra Costa County",60.9,117,2.1,58.8
CA-015,"Del Norte County",52.6,111,1.8,50.8
CA-017,"El Dorado County",55.0,116,1.7,53.3
CA-019,"Fresno County",57.1,120,2.7,54.4
CA-021,"Glenn County",60.8,113,1.6,59.2
CA-023,"Humboldt County",55.3,123,2.4,52.9
CA-025,"Imperial County",75.5,123,3.3,72.2
CA-027,"Inyo County",62.2,121,2.6,59.6
CA-029,"Kern County",63.4,121,2.9,60.5
CA-031,"Kings County",65.5,123,3.0,62.5
CA-033,"Lake County",57.9,115,1.6,56.3
CA-035,"Lassen County",48.2,117,2.1,46.1
CA-037,"Los Angeles County",63.6,123,3.7,59.9
CA-039,"Madera County",57.7,121,2.5,55.2
CA-041,"Marin County",56.9,121,2.1,54.8
CA-043,"Mariposa County",56.7,120,2.2,54.5
CA-045,"Mendocino County",56.3,117,1.5,54.8
CA-047,"Merced County",63.8,122,2.8,61
CA-049,"Modoc County",48.0,119,2.4,45.6
CA-051,"Mono County",46.0,123,2.8,43.2
CA-053,"Monterey County",59.8,121,2.6,57.2
CA-055,"Napa County",60.2,118,2.0,58.2
CA-057,"Nevada County",53.2,114,1.5,51.7
CA-059,"Orange County",66.0,123,3.7,62.3
CA-061,"Placer County",54.7,116,1.7,53
CA-063,"Plumas County",48.6,118,1.8,46.8
CA-065,"Riverside County",70.0,124,3.3,66.7
CA-067,"Sacramento County",63.2,121,2.1,61.1
CA-069,"San Benito County",60.2,121,2.8,57.4
CA-071,"San Bernardino County",68.0,123,3.0,65
CA-073,"San Diego County",64.7,124,3.5,61.2
CA-075,"San Francisco County",58.0,120,2.3,55.7
CA-077,"San Joaquin County",63.1,121,2.3,60.8
CA-079,"San Luis Obispo County",61.0,121,3.0,58
CA-081,"San Mateo County",58.0,121,2.6,55.4
CA-083,"Santa Barbara County",60.2,123,3.6,56.6
CA-085,"Santa Clara County",59.6,121,2.8,56.8
CA-087,"Santa Cruz County",58.6,122,3.0,55.6
CA-089,"Shasta County",56.1,115,1.8,54.3
CA-091,"Sierra County",48.4,117,2.0,46.4
CA-093,"Siskiyou County",49.8,115,2.0,47.8
CA-095,"Solano County",61.6,117,1.9,59.7
CA-097,"Sonoma County",57.9,118,1.9,56
CA-099,"Stanislaus County",63.0,122,2.6,60.4
CA-101,"Sutter County",64.0,121,2.2,61.8
CA-103,"Tehama County",59.5,114,1.6,57.9
CA-105,"Trinity County",53.7,120,2.1,51.6
CA-107,"Tulare County",55.6,120,2.4,53.2
CA-109,"Tuolumne County",51.6,119,1.9,49.7
CA-111,"Ventura County",59.5,122,3.5,56
CA-113,"Yolo County",62.8,118,1.9,60.9
CA-115,"Yuba County",61.5,116,1.7,59.8
CO-001,"Adams County",50.9,119,2.4,48.5
CO-003,"Alamosa County",44.3,121,2.5,41.8
CO-005,"Arapahoe County",50.3,116,2.0,48.3
CO-007,"Archuleta County",45.2,122,2.6,42.6
CO-009,"Baca County",55.1,118,1.9,53.2
CO-011,"Bent County",55.6,121,2.9,52.7
CO-013,"Boulder County",46.3,123,2.5,43.8
CO-014,"Broomfield County",52.3,123,2.7,49.6
CO-015,"Chaffee County",39.7,123,2.3,37.4
CO-017,"Cheyenne County",52.9,119,2.4,50.5
CO-019,"Clear Creek County",39.0,123,2.6,36.4
CO-021,"Conejos County",41.9,123,2.5,39.4
CO-023,"Costilla County",43.7,122,2.7,41
CO-025,"Crowley County",54.1,123,3.2,50.9
CO-027,"Custer County",43.1,123,2.5,40.6
CO-029,"Delta County",48.2,122,3.2,45
CO-031,"Denver County",52.2,122,2.6,49.6
CO-033,"Dolores County",44.6,121,2.9,41.7
CO-035,"Douglas County",48.3,119,1.9,46.4
CO-037,"Eagle County",40.8,122,2.4,38.4
CO-039,"Elbert County",48.8,116,2.1,46.7
CO-041,"El Paso County",49.6,122,2.6,47
CO-043,"Fremont County",47.1,122,2.2,44.9
CO-045,"Garfield County",44.9,121,2.8,42.1
CO-047,"Gilpin County",40.8,122,2.2,38.6
CO-049,"Grand County",38.7,121,2.5,36.2
CO-051,"Gunnison County",39.5,122,2.4,37.1
CO-053,"Hinsdale County",37.5,124,3.2,34.3
CO-055,"Huerfano County",48.5,122,2.5,46
CO-057,"Jackson County",38.1,120,2.5,35.6
CO-059,"Jefferson County",47.6,121,2.0,45.6
CO-061,"Kiowa County",54.1,120,2.5,51.6
CO-063,"Kit Carson County",52.8,121,2.8,50
CO-065,"Lake County",36.1,122,2.3,33.8
CO-067,"La Plata County",46.5,124,3.1,43.4
CO-069,"Larimer County",43.9,123,3.0,40.9
CO-071,"Las Animas County",52.8,123,2.5,50.3
CO-073,"Lincoln County",51.0,118,2.2,48.8
CO-075,"Logan County",51.3,120,2.4,48.9
CO-077,"Mesa County",48.8,119,3.2,45.6
CO-079,"Mineral County",38.0,122,2.7,35.3
CO-081,"Moffat County",45.2,119,2.8,42.4
CO-083,"Montezuma County",50.2,124,2.9,47.3
CO-085,"Montrose County",49.0,122,3.4,45.6
CO-087,"Morgan County",51.8,124,3.9,47.9
CO-089,"Otero County",55.4,123,3.1,52.3
CO-091,"Ouray County",43.1,123,3.5,39.6
CO-093,"Park County",39.8,122,2.1,37.7
CO-095,"Phillips County",51.6,120,2.6,49
CO-097,"Pitkin County",39.2,122,2.4,36.8
CO-099,"Prowers County",55.5,121,2.5,53
CO-101,"Pueblo County",54.4,124,3.1,51.3
CO-103,"Rio Blanco County",45.7,121,3.0,42.7
CO-105,"Rio Grande County",41.4,123,2.9,38.5
CO-107,"Routt County",41.2,122,2.7,38.5
CO-109,"Saguache County",40.6,121,2.1,38.5
CO-111,"San Juan County",36.6,123,3.4,33.2
CO-113,"San Miguel County",46.3,123,3.2,43.1
CO-115,"Sedgwick County",51.5,120,2.4,49.1
CO-117,"Summit County",37.2,122,2.5,34.7
CO-119,"Teller County",41.7,121,2.1,39.6
CO-121,"Washington County",51.4,120,2.7,48.7
CO-123,"Weld County",50.4,123,2.9,47.5
CO-125,"Yuma County",52.8,120,3.0,49.8
CT-001,"Fairfield County",53.3,125,4.1,49.2
CT-003,"Hartford County",52.2,125,3.8,48.4
CT-005,"Litchfield County",50.0,125,4.0,46
CT-007,"Middlesex County",52.9,125,4.0,48.9
CT-009,"New Haven County",53.0,126,4.1,48.9
CT-011,"New London County",52.8,125,4.1,48.7
CT-013,"Tolland County",51.4,125,4.0,47.4
CT-015,"Windham County",51.5,125,3.9,47.6
DE-001,"Kent County",57.7,124,3.7,54
DE-003,"New Castle County",56.9,124,3.7,53.2
DE-005,"Sussex County",58.2,121,3.4,54.8
FL-001,"Alachua County",71.3,125,2.6,68.7
FL-003,"Baker County",70.6,125,3.2,67.4
FL-005,"Bay County",70.3,125,2.9,67.4
FL-007,"Bradford County",71.0,125,2.8,68.2
FL-009,"Brevard County",74.0,121,2.4,71.6
FL-011,"Broward County",77.0,123,2.9,74.1
FL-013,"Calhoun County",69.7,125,2.9,66.8
FL-015,"Charlotte County",75.2,123,2.4,72.8
FL-017,"Citrus County",72.4,123,2.6,69.8
FL-019,"Clay County",71.5,123,3.1,68.4
FL-021,"Collier County",76.1,121,2.2,73.9
FL-023,"Columbia County",70.2,125,2.7,67.5
FL-027,"DeSoto County",74.4,122,2.3,72.1
FL-029,"Dixie County",71.1,124,3.0,68.1
FL-031,"Duval County",71.3,125,3.3,68
FL-033,"Escambia County",69.9,126,2.9,67
FL-035,"Flagler County",72.6,123,3.2,69.4
FL-037,"Franklin County",70.5,123,2.7,67.8
FL-039,"Gadsden County",69.8,125,3.0,66.8
FL-041,"Gilchrist County",71.1,124,3.0,68.1
FL-043,"Glades County",75.4,125,2.8,72.6
FL-045,"Gulf County",70.2,123,2.9,67.3
FL-047,"Hamilton County",69.5,125,2.4,67.1
FL-049,"Hardee County",74.1,122,2.5,71.6
FL-051,"Hendry County",75.9,124,2.8,73.1
FL-053,"Hernando County",72.7,123,2.6,70.1
FL-055,"Highlands County",74.7,123,2.7,72
FL-057,"Hillsborough County",74.1,122,2.8,71.3
FL-059,"Holmes County",69.0,125,2.5,66.5
FL-061,"Indian River County",74.6,125,2.9,71.7
FL-063,"Jackson County",69.5,124,2.5,67
FL-065,"Jefferson County",70.1,125,3.1,67
FL-067,"Lafayette County",70.4,124,2.8,67.6
FL-069,"Lake County",73.4,123,3.0,70.4
FL-071,"Lee County",75.8,123,2.4,73.4
FL-073,"Leon County",70.3,125,3.3,67
FL-075,"Levy County",72.3,124,3.6,68.7
FL-077,"Liberty County",70.0,124,3.0,67
FL-079,"Madison County",69.9,126,3.0,66.9
FL-081,"Manatee County",74.1,120,2.5,71.6
FL-083,"Marion County",72.3,123,2.8,69.5
FL-085,"Martin County",75.8,121,3.0,72.8
FL-086,"Miami-Dade County",77.5,123,3.2,74.3
FL-087,"Monroe County",77.8,123,2.9,74.9
FL-089,"Nassau County",70.8,125,3.4,67.4
FL-091,"Okaloosa County",69.4,126,2.8,66.6
FL-093,"Okeechobee County",74.9,124,2.9,72
FL-095,"Orange County",74.2,123,2.8,71.4
FL-097,"Osceola County",74.4,123,2.8,71.6
FL-099,"Palm Beach County",76.4,123,3.0,73.4
FL-101,"Pasco County",73.2,122,2.8,70.4
FL-103,"Pinellas County",74.8,123,2.9,71.9
FL-105,"Polk County",74.3,123,2.8,71.5
FL-107,"Putnam County",72.1,124,2.9,69.2
FL-109,"St. Johns County",72.1,124,3.4,68.7
FL-111,"St. Lucie County",75.2,122,2.8,72.4
FL-113,"Santa Rosa County",69.5,126,2.5,67
FL-115,"Sarasota County",74.3,118,2.0,72.3
FL-117,"Seminole County",74.0,123,2.8,71.2
FL-119,"Sumter County",72.8,123,2.8,70
FL-121,"Suwannee County",70.1,125,2.6,67.5
FL-123,"Taylor County",70.6,125,3.0,67.6
FL-125,"Union County",70.6,124,2.7,67.9
FL-127,"Volusia County",73.2,123,2.9,70.3
FL-129,"Wakulla County",70.7,125,3.2,67.5
FL-131,"Walton County",69.5,126,3.0,66.5
FL-133,"Washington County",69.4,125,2.6,66.8
GA-001,"Appling County",68.6,125,2.7,65.9
GA-003,"Atkinson County",68.8,125,2.8,66
GA-005,"Bacon County",68.7,125,2.7,66
GA-007,"Baker County",68.3,122,2.1,66.2
GA-009,"Baldwin County",66.7,126,3.4,63.3
GA-011,"Banks County",63.8,126,3.4,60.4
GA-013,"Barrow County",64.1,126,3.6,60.5
GA-015,"Bartow County",63.1,126,2.9,60.2
GA-017,"Ben Hill County",68.5,125,3.4,65.1
GA-019,"Berrien County",68.3,125,2.6,65.7
GA-021,"Bibb County",66.7,125,3.3,63.4
GA-023,"Bleckley County",68.1,126,3.7,64.4
GA-025,"Brantley County",69.9,126,3.8,66.1
GA-027,"Brooks County",68.8,126,2.6,66.2
GA-029,"Bryan County",69.0,125,3.0,66
GA-031,"Bulloch County",67.8,125,2.7,65.1
GA-033,"Burke County",66.8,125,3.3,63.5
GA-035,"Butts County",65.6,126,3.7,61.9
GA-037,"Calhoun County",68.3,125,2.7,65.6
GA-039,"Camden County",70.5,126,3.5,67
GA-043,"Candler County",67.7,125,2.7,65
GA-045,"Carroll County",64.0,126,4.3,59.7
GA-047,"Catoosa County",63.0,126,3.7,59.3
GA-049,"Charlton County",70.6,126,3.8,66.8
GA-051,"Chatham County",69.4,125,3.3,66.1
GA-053,"Chattahoochee County",66.3,122,2.2,64.1
GA-055,"Chattooga County",62.9,126,3.0,59.9
GA-057,"Cherokee County",62.5,126,3.0,59.5
GA-059,"Clarke County",64.6,126,3.6,61
GA-061,"Clay County",68.3,126,2.9,65.4
GA-063,"Clayton County",64.9,126,3.8,61.1
GA-065,"Clinch County",69.7,126,3.2,66.5
GA-067,"Cobb County",63.8,126,3.6,60.2
GA-069,"Coffee County",68.5,125,2.8,65.7
GA-071,"Colquitt County",67.8,123,2.1,65.7
GA-073,"Columbia County",66.2,126,3.4,62.8
GA-075,"Cook County",68.2,126,2.4,65.8
GA-077,"Coweta County",64.6,125,3.6,61
GA-079,"Crawford County",66.3,125,3.1,63.2
GA-081,"Crisp County",68.2,125,3.7,64.5
GA-083,"Dade County",61.8,126,3.3,58.5
GA-085,"Dawson County",61.2,126,2.9,58.3
GA-087,"Decatur County",68.9,124,2.3,66.6
GA-089,"DeKalb County",64.4,126,3.8,60.6
GA-091,"Dodge County",68.7,126,3.9,64.8
GA-093,"Dooly County",68.0,126,3.7,64.3
GA-095,"Dougherty County",68.4,125,2.6,65.8
GA-097,"Douglas County",64.1,126,4.0,60.1
GA-099,"Early County",68.7,125,2.6,66.1
GA-101,"Echols County",69.3,126,2.6,66.7
GA-103,"Effingham County",68.2,125,3.1,65.1
GA-105,"Elbert County",64.5,126,3.6,60.9
GA-107,"Emanuel County",67.3,125,2.9,64.4
GA-109,"Evans County",68.3,125,2.7,65.6
GA-111,"Fannin County",58.6,125,2.6,56
GA-113,"Fayette County",64.8,125,3.6,61.2
GA-115,"Floyd County",63.6,126,3.2,60.4
GA-117,"Forsyth County",62.4,126,3.2,59.2
GA-119,"Franklin County",63.9,126,3.5,60.4
GA-121,"Fulton County",64.1,126,3.8,60.3
GA-123,"Gilmer County",59.7,126,2.8,56.9
GA-125,"Glascock County",66.0,126,3.1,62.9
GA-127,"Glynn County",70.3,126,3.3,67
GA-129,"Gordon County",62.8,126,2.7,60.1
GA-131,"Grady County",68.5,123,2.2,66.3
GA-133,"Greene County",65.2,126,3.3,61.9
GA-135,"Gwinnett County",63.7,126,3.6,60.1
GA-137,"Habersham County",61.5,126,3.0,58.5
GA-139,"Hall County",62.8,126,3.2,59.6
GA-141,"Hancock County",66.0,126,3.2,62.8
GA-143,"Haralson County",63.6,126,4.4,59.2
GA-145,"Harris County",65.1,125,2.6,62.5
GA-147,"Hart County",64.1,126,3.7,60.4
GA-149,"Heard County",64.4,126,3.6,60.8
GA-151,"Henry County",65.2,126,3.7,61.5
GA-153,"Houston County",67.6,126,3.5,64.1
GA-155,"Irwin County",68.2,125,3.0,65.2
GA-157,"Jackson County",64.2,126,3.6,60.6
GA-159,"Jasper County",65.7,125,3.9,61.8
GA-161,"Jeff Davis County",68.3,125,2.8,65.5
GA-163,"Jefferson County",66.3,126,3.0,63.3
GA-165,"Jenkins County",67.0,125,3.1,63.9
GA-167,"Johnson County",67.3,126,3.1,64.2
GA-169,"Jones County",66.4,125,3.5,62.9
GA-171,"Lamar County",65.4,125,3.3,62.1
GA-173,"Lanier County",68.7,126,2.6,66.1
GA-175,"Laurens County",68.3,126,3.7,64.6
GA-177,"Lee County",68.1,125,2.9,65.2
GA-179,"Liberty County",69.3,125,3.0,66.3
GA-181,"Lincoln County",65.5,126,3.4,62.1
GA-183,"Long County",69.3,125,3.0,66.3
GA-185,"Lowndes County",68.8,126,2.5,66.3
GA-187,"Lumpkin County",60.3,126,2.9,57.4
GA-189,"McDuffie County",65.6,126,3.3,62.3
GA-191,"McIntosh County",70.1,126,3.2,66.9
GA-193,"Macon County",67.0,125,3.2,63.8
GA-195,"Madison County",64.0,126,3.5,60.5
GA-197,"Marion County",66.0,125,2.5,63.5
GA-199,"Meriwether County",64.7,125,3.0,61.7
GA-201,"Miller County",68.5,123,2.2,66.3
GA-205,"Mitchell County",67.9,121,1.8,66.1
GA-207,"Monroe County",65.9,125,3.4,62.5
GA-209,"Montgomery County",68.3,125,3.1,65.2
GA-211,"Morgan County",65.3,126,3.7,61.6
GA-213,"Murray County",62.1,126,3.1,59
GA-215,"Muscogee County",66.1,123,2.3,63.8
GA-217,"Newton County",65.0,126,3.8,61.2
GA-219,"Oconee County",64.8,126,3.6,61.2
GA-221,"Oglethorpe County",64.5,126,3.4,61.1
GA-223,"Paulding County",63.7,126,3.8,59.9
GA-225,"Peach County",66.8,125,3.3,63.5
GA-227,"Pickens County",61.2,126,2.8,58.4
GA-229,"Pierce County",69.6,126,3.4,66.2
GA-231,"Pike County",65.1,125,3.2,61.9
GA-233,"Polk County",64.1,126,4.1,60
GA-235,"Pulaski County",68.4,126,3.8,64.6
GA-237,"Putnam County",65.9,125,3.6,62.3
GA-239,"Quitman County",67.7,126,2.9,64.8
GA-241,"Rabun County",59.3,126,3.1,56.2
GA-243,"Randolph County",67.6,126,2.9,64.7
GA-245,"Richmond County",66.9,125,3.5,63.4
GA-247,"Rockdale County",64.8,126,3.8,61
GA-249,"Schley County",66.6,125,2.7,63.9
GA-251,"Screven County",67.1,125,3.0,64.1
GA-253,"Seminole County",69.2,124,2.5,66.7
GA-255,"Spalding County",65.3,125,3.4,61.9
GA-257,"Stephens County",63.5,126,3.2,60.3
GA-259,"Stewart County",66.7,125,2.5,64.2
GA-261,"Sumter County",67.4,125,3.0,64.4
GA-263,"Talbot County",65.4,125,2.6,62.8
GA-265,"Taliaferro County",65.1,126,3.2,61.9
GA-267,"Tattnall County",68.5,125,2.6,65.9
GA-269,"Taylor County",66.1,125,2.8,63.3
GA-271,"Telfair County",68.7,125,3.5,65.2
GA-273,"Terrell County",67.8,125,2.8,65
GA-275,"Thomas County",68.5,124,2.3,66.2
GA-277,"Tift County",67.9,125,2.6,65.3
GA-279,"Toombs County",68.2,125,2.7,65.5
GA-281,"Towns County",58.1,126,3.0,55.1
GA-283,"Treutlen County",68.1,126,3.2,64.9
GA-285,"Troup County",64.7,126,3.0,61.7
GA-287,"Turner County",68.0,125,3.2,64.8
GA-289,"Twiggs County",67.4,126,3.4,64
GA-291,"Union County",58.2,126,2.8,55.4
GA-293,"Upson County",65.4,125,3.0,62.4
GA-295,"Walker County",62.3,126,3.3,59
GA-297,"Walton County",64.5,126,3.7,60.8
GA-299,"Ware County",70.0,126,3.5,66.5
GA-301,"Warren County",65.5,126,3.1,62.4
GA-303,"Washington County",66.8,126,3.2,63.6
GA-305,"Wayne County",69.4,126,3.3,66.1
GA-307,"Webster County",66.8,125,2.6,64.2
GA-309,"Wheeler County",68.7,126,3.5,65.2
GA-311,"White County",60.4,126,2.9,57.5
GA-313,"Whitfield County",62.8,126,3.4,59.4
GA-315,"Wilcox County",68.6,126,3.8,64.8
GA-317,"Wilkes County",65.0,126,3.4,61.6
GA-319,"Wilkinson County",67.4,126,3.4,64
GA-321,"Worth County",67.9,125,2.7,65.2
ID-001,"Ada County",52.0,96,1.1,50.9
ID-003,"Adams County",44.3,108,1.4,42.9
ID-005,"Bannock County",46.1,119,2.1,44
ID-007,"Bear Lake County",41.7,118,2.5,39.2
ID-009,"Benewah County",46.9,120,2.2,44.7
ID-011,"Bingham County",44.8,105,1.4,43.4
ID-013,"Blaine County",43.0,111,1.8,41.2
ID-015,"Boise County",44.5,115,1.9,42.6
ID-017,"Bonner County",44.9,122,2.3,42.6
ID-019,"Bonneville County",42.7,116,1.8,40.9
ID-021,"Boundary County",42.6,121,2.5,40.1
ID-023,"Butte County",42.3,109,1.7,40.6
ID-025,"Camas County",42.2,114,2.1,40.1
ID-027,"Canyon County",52.3,98,1.1,51.2
ID-029,"Caribou County",42.9,116,2.1,40.8
ID-031,"Cassia County",46.8,111,1.6,45.2
ID-033,"Clark County",41.1,117,2.1,39
ID-035,"Clearwater County",44.9,116,1.9,43
ID-037,"Custer County",39.0,112,2.0,37
ID-039,"Elmore County",48.3,122,2.3,46
ID-041,"Franklin County",45.7,119,2.7,43
ID-043,"Fremont County",40.9,121,2.4,38.5
