"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
MO-081,"Harrison County",55.5,126,4.5,51
MO-083,"Henry County",59.2,126,3.9,55.3
MO-085,"Hickory County",58.6,125,3.2,55.4
MO-087,"Holt County",56.5,126,4.1,52.4
MO-089,"Howard County",57.9,126,4.2,53.7
MO-091,"Howell County",59.0,125,3.6,55.4
MO-093,"Iron County",57.9,126,3.6,54.3
MO-095,"Jackson County",58.4,126,4.5,53.9
MO-097,"Jasper County",60.6,126,3.7,56.9
MO-099,"Jefferson County",59.6,126,4.4,55.2
MO-101,"Johnson County",58.6,126,4.6,54
MO-103,"Knox County",55.5,126,4.0,51.5
MO-105,"Laclede County",58.7,126,3.6,55.1
MO-107,"Lafayette County",58.1,126,4.5,53.6
MO-109,"Lawrence County",59.8,126,3.8,56
MO-111,"Lewis County",55.7,125,3.4,52.3
MO-113,"Lincoln County",57.7,126,4.2,53.5
MO-115,"Linn County",56.3,126,3.8,52.5
MO-117,"Livingston County",56.9,126,4.1,52.8
MO-119,"McDonald County",61.3,126,4.0,57.3
MO-121,"Macon County",56.1,126,4.0,52.1
MO-123,"Madison County",58.2,125,3.0,55.2
MO-125,"Maries County",59.0,126,3.9,55.1
MO-127,"Marion County",56.4,126,3.6,52.8
MO-129,"Mercer County",55.1,126,4.1,51
MO-131,"Miller County",59.7,126,4.5,55.2
MO-133,"Mississippi County",61.2,126,3.4,57.8
MO-135,"Moniteau County",58.7,126,4.2,54.5
MO-137,"Monroe County",56.6,126,3.8,52.8
MO-139,"Montgomery County",57.7,126,4.1,53.6
MO-141,"Morgan County",58.7,126,4.2,54.5
MO-143,"New Madrid County",61.6,125,3.1,58.5
MO-145,"Newton County",60.7,126,3.8,56.9
MO-147,"Nodaway County",55.3,126,4.3,51
MO-149,"Oregon County",59.3,125,3.2,56.1
MO-151,"Osage County",58.8,126,3.9,54.9
MO-153,"Ozark County",59.9,126,3.7,56.2
MO-155,"Pemiscot County",62.3,125,3.0,59.3
MO-157,"Perry County",58.8,126,3.4,55.4
MO-159,"Pettis County",58.6,126,4.4,54.2
MO-161,"Phelps County",59.0,126,3.9,55.1
MO-163,"Pike County",57.1,126,4.1,53
MO-165,"Platte County",58.3,126,4.8,53.5
MO-167,"Polk County",59.1,126,3.6,55.5
MO-169,"Pulaski County",59.2,125,3.8,55.4
MO-171,"Putnam County",54.7,126,3.9,50.8
MO-173,"Ralls County",56.7,126,3.8,52.9
MO-175,"Randolph County",57.0,126,4.0,53
MO-177,"Ray County",57.4,126,4.4,53
MO-179,"Reynolds County",58.4,126,3.6,54.8
MO-181,"Ripley County",60.2,126,3.1,57.1
MO-183,"St. Charles County",58.5,126,3.9,54.6
MO-185,"St. Clair County",59.4,125,3.4,56
MO-186,"Ste. Genevieve County",58.9,126,3.7,55.2
MO-187,"St. Francois County",58.3,126,3.7,54.6
MO-189,"St. Louis County",59.1,126,3.9,55.2
MO-195,"Saline County",58.0,126,4.3,53.7
MO-197,"Schuyler County",54.8,126,4.1,50.7
MO-199,"Scotland County",54.8,126,3.7,51.1
MO-201,"Scott County",60.8,126,3.5,57.3
MO-203,"Shannon County",58.8,125,3.5,55.3
MO-205,"Shelby County",55.9,126,3.8,52.1
MO-207,"Stoddard County",61.2,126,3.3,57.9
MO-209,"Stone County",59.9,126,3.6,56.3
MO-211,"Sullivan County",55.4,126,3.9,51.5
MO-213,"Taney County",59.8,126,3.2,56.6
MO-215,"Texas County",58.4,126,3.5,54.9
MO-217,"Vernon County",60.3,126,3.9,56.4
MO-219,"Warren County",57.9,126,4.2,53.7
MO-221,"Washington County",58.4,126,4.2,54.2
MO-223,"Wayne County",59.6,126,3.3,56.3
MO-225,"Webster County",58.1,126,3.5,54.6
MO-227,"Worth County",54.9,126,4.5,50.4
MO-229,"Wright County",58.3,126,3.5,54.8
MO-510,"St. Louis City",59.5,126,4.0,55.5
MT-001,"Beaverhead County",39.3,123,2.6,36.7
MT-003,"Big Horn County",47.9,126,3.9,44
MT-005,"Blaine County",44.2,116,2.9,41.3
MT-007,"Broadwater County",44.5,124,2.8,41.7
MT-009,"Carbon County",45.2,125,3.8,41.4
MT-011,"Carter County",47.0,126,4.1,42.9
MT-013,"Cascade County",45.3,124,3.1,42.2
MT-015,"Chouteau County",45.8,119,3.0,42.8
MT-017,"Custer County",48.0,126,4.0,44
MT-019,"Daniels County",41.2,114,3.1,38.1
MT-021,"Dawson County",45.7,121,3.6,42.1
MT-023,"Deer Lodge County",39.2,120,2.5,36.7
MT-025,"Fallon County",46.5,126,3.9,42.6
MT-027,"Fergus County",45.9,119,3.0,42.9
MT-029,"Flathead County",41.3,122,2.5,38.8
MT-031,"Gallatin County",41.5,124,2.9,38.6
MT-033,"Garfield County",46.6,123,3.6,43
MT-035,"Glacier County",40.9,118,2.9,38
MT-037,"Golden Valley County",46.6,124,3.1,43.5
MT-039,"Granite County",40.6,122,2.6,38
MT-041,"Hill County",43.2,113,2.9,40.3
MT-043,"Jefferson County",42.7,123,3.0,39.7
MT-045,"Judith Basin County",43.7,124,3.1,40.6
MT-047,"Lake County",44.6,118,2.3,42.3
MT-049,"Lewis and Clark County",42.7,125,3.0,39.7
MT-051,"Liberty County",43.4,115,3.0,40.4
MT-053,"Lincoln County",42.5,116,2.2,40.3
MT-055,"McCone County",45.2,120,3.5,41.7
MT-057,"Madison County",41.3,123,2.8,38.5
MT-059,"Meagher County",41.6,124,3.1,38.5
MT-061,"Mineral County",43.0,117,1.8,41.2
MT-063,"Missoula County",42.8,121,2.5,40.3
MT-065,"Musselshell County",48.4,125,3.7,44.7
MT-067,"Park County",41.0,124,3.2,37.8
MT-069,"Petroleum County",48.1,121,3.3,44.8
MT-071,"Phillips County",45.0,115,3.1,41.9
MT-073,"Pondera County",43.3,118,3.0,40.3
MT-075,"Powder River County",48.0,125,3.7,44.3
MT-077,"Powell County",41.3,124,3.0,38.3
MT-079,"Prairie County",46.8,126,3.8,43
MT-081,"Ravalli County",41.4,121,2.1,39.3
MT-083,"Richland County",44.6,119,3.4,41.2
MT-085,"Roosevelt County",43.2,115,3.2,40
MT-087,"Rosebud County",47.8,125,3.8,44
MT-089,"Sanders County",44.1,119,2.0,42.1
MT-091,"Sheridan County",41.9,116,3.2,38.7
MT-093,"Silver Bow County",40.9,121,2.6,38.3
MT-095,"Stillwater County",45.9,126,3.3,42.6
MT-097,"Sweet Grass County",45.1,126,3.6,41.5
MT-099,"Teton County",43.5,122,3.1,40.4
MT-101,"Toole County",43.4,115,2.8,40.6
MT-103,"Treasure County",48.5,126,3.9,44.6
MT-105,"Valley County",43.2,114,3.1,40.1
MT-107,"Wheatland County",45.0,125,3.2,41.8
MT-109,"Wibaux County",45.7,121,3.4,42.3
MT-111,"Yellowstone County",49.2,126,3.9,45.3
NE-001,"Adams County",53.6,126,3.5,50.1
NE-003,"Antelope County",51.6,126,3.8,47.8
NE-005,"Arthur County",51.1,126,3.8,47.3
NE-007,"Banner County",51.0,126,4.4,46.6
NE-009,"Blaine County",51.7,126,3.5,48.2
NE-011,"Boone County",52.1,126,4.2,47.9
NE-013,"Box Butte County",50.2,126,4.1,46.1
NE-015,"Boyd County",52.1,126,4.3,47.8
NE-017,"Brown County",51.7,126,4.1,47.6
NE-019,"Buffalo County",52.7,124,3.5,49.2
NE-021,"Burt County",52.7,126,4.2,48.5
NE-023,"Butler County",53.3,125,3.9,49.4
NE-025,"Cass County",54.7,126,4.2,50.5
NE-027,"Cedar County",51.7,126,4.5,47.2
NE-029,"Chase County",53.5,126,3.7,49.8
NE-031,"Cherry County",51.0,126,4.4,46.6
NE-033,"Cheyenne County",51.8,126,4.2,47.6
NE-035,"Clay County",54.2,126,4.0,50.2
NE-037,"Colfax County",53.0,126,4.2,48.8
NE-039,"Cuming County",52.0,126,3.8,48.2
NE-041,"Custer County",51.6,125,3.5,48.1
NE-043,"Dakota County",51.6,124,3.9,47.7
NE-045,"Dawes County",51.3,126,4.6,46.7
NE-047,"Dawson County",52.5,124,3.0,49.5
NE-049,"Deuel County",52.5,126,3.8,48.7
NE-051,"Dixon County",51.3,126,3.9,47.4
NE-053,"Dodge County",53.1,126,4.0,49.1
NE-055,"Douglas County",54.1,126,4.2,49.9
NE-057,"Dundy County",54.3,126,3.7,50.6
NE-059,"Fillmore County",54.3,125,3.7,50.6
NE-061,"Franklin County",53.8,121,2.8,51
NE-063,"Frontier County",53.4,125,3.3,50.1
NE-065,"Furnas County",53.8,121,2.7,51.1
NE-067,"Gage County",55.2,126,3.9,51.3
NE-069,"Garden County",51.3,126,4.1,47.2
NE-071,"Garfield County",51.6,126,4.2,47.4
NE-073,"Gosper County",52.9,122,2.7,50.2
NE-075,"Grant County",50.2,126,3.9,46.3
NE-077,"Greeley County",52.0,126,3.9,48.1
NE-079,"Hall County",53.5,126,3.8,49.7
NE-081,"Hamilton County",53.8,126,3.9,49.9
NE-083,"Harlan County",53.9,119,2.6,51.3
NE-085,"Hayes County",53.6,125,3.7,49.9
NE-087,"Hitchcock County",54.7,125,3.7,51
NE-089,"Holt County",51.5,126,4.2,47.3
NE-091,"Hooker County",50.7,125,3.5,47.2
NE-093,"Howard County",52.9,126,3.8,49.1
NE-095,"Jefferson County",55.3,125,4.1,51.2
NE-097,"Johnson County",55.0,126,3.7,51.3
NE-099,"Kearney County",53.0,123,3.1,49.9
NE-101,"Keith County",52.5,126,3.6,48.9
NE-103,"Keya Paha County",51.7,126,4.5,47.2
NE-105,"Kimball County",50.3,126,4.1,46.2
NE-107,"Knox County",52.3,126,4.6,47.7
NE-109,"Lancaster County",54.5,126,4.0,50.5
NE-111,"Lincoln County",52.4,125,3.4,49
NE-113,"Logan County",51.1,124,3.0,48.1
NE-115,"Loup County",51.5,126,4.0,47.5
NE-117,"McPherson County",51.0,125,3.3,47.7
NE-119,"Madison County",52.0,126,3.9,48.1
NE-121,"Merrick County",53.4,126,3.9,49.5
NE-123,"Morrill County",51.7,126,4.5,47.2
NE-125,"Nance County",53.0,126,4.2,48.8
NE-127,"Nemaha County",55.5,126,3.8,51.7
NE-129,"Nuckolls County",54.7,126,3.8,50.9
NE-131,"Otoe County",55.0,126,3.9,51.1
NE-133,"Pawnee County",55.3,125,3.6,51.7
NE-135,"Perkins County",52.8,126,3.7,49.1
NE-137,"Phelps County",52.8,121,2.7,50.1
NE-139,"Pierce County",51.5,126,3.9,47.6
NE-141,"Platte County",52.9,126,4.3,48.6
NE-143,"Polk County",53.3,125,3.7,49.6
NE-145,"Red Willow County",54.3,125,3.4,50.9
NE-147,"Richardson County",56.1,126,4.1,52
NE-149,"Rock County",51.1,126,4.0,47.1
NE-151,"Saline County",54.8,126,4.1,50.7
NE-153,"Sarpy County",54.6,126,4.3,50.3
NE-155,"Saunders County",53.9,126,4.2,49.7
NE-157,"Scotts Bluff County",51.7,126,4.4,47.3
NE-159,"Seward County",53.8,125,3.6,50.2
NE-161,"Sheridan County",50.4,126,4.5,45.9
NE-163,"Sherman County",52.3,125,3.7,48.6
NE-165,"Sioux County",49.5,126,4.2,45.3
NE-167,"Stanton County",52.0,126,3.8,48.2
NE-169,"Thayer County",54.9,126,3.8,51.1
NE-171,"Thomas County",51.4,124,3.2,48.2
NE-173,"Thurston County",51.7,125,3.9,47.8
NE-175,"Valley County",51.9,126,4.0,47.9
NE-177,"Washington County",53.5,126,4.1,49.4
NE-179,"Wayne County",51.4,126,3.8,47.6
NE-181,"Webster County",54.1,124,3.2,50.9
NE-183,"Wheeler County",51.8,126,4.2,47.6
NE-185,"York County",53.7,125,3.5,50.2
NV-001,"Churchill County",52.3,115,1.9,50.4
NV-003,"Clark County",65.7,118,2.6,63.1
NV-005,"Douglas County",49.6,115,1.8,47.8
NV-007,"Elko County",46.2,117,1.8,44.4
NV-009,"Esmeralda County",54.1,122,3.1,51
NV-011,"Eureka County",47.4,121,2.3,45.1
NV-013,"Humboldt County",49.8,114,1.7,48.1
NV-015,"Lander County",49.2,116,2.1,47.1
NV-017,"Lincoln County",56.2,116,2.3,53.9
NV-019,"Lyon County",52.2,118,2.2,50
NV-021,"Mineral County",51.3,118,2.5,48.8
NV-023,"Nye County",53.0,116,2.6,50.4
NV-027,"Pershing County",51.3,110,1.4,49.9
NV-029,"Storey County",51.5,117,2.1,49.4
NV-031,"Washoe County",49.9,114,1.8,48.1
NV-033,"White Pine County",47.1,119,2.2,44.9
NV-510,"Carson City",50.5,113,1.7,48.8
NH-001,"Belknap County",47.9,126,4.0,43.9
NH-003,"Carroll County",46.0,126,3.8,42.2
NH-005,"Cheshire County",48.4,126,4.5,43.9
NH-007,"Coos County",42.6,126,4.2,38.4
NH-009,"Grafton County",44.6,126,3.8,40.8
NH-011,"Hillsborough County",49.4,126,4.3,45.1
NH-013,"Merrimack County",48.1,126,4.1,44
NH-015,"Rockingham County",50.3,126,4.2,46.1
NH-017,"Strafford County",48.8,126,3.8,45
NH-019,"Sullivan County",46.6,126,4.2,42.4
NJ-001,"Atlantic County",57.0,125,4.3,52.7
NJ-003,"Bergen County",55.3,126,4.3,51
NJ-005,"Burlington County",57.0,125,4.1,52.9
NJ-007,"Camden County",57.3,126,4.0,53.3
NJ-009,"Cape May County",57.3,125,4.2,53.1
NJ-011,"Cumberland County",57.2,125,4.2,53
NJ-013,"Essex County",55.9,126,4.6,51.3
NJ-015,"Gloucester County",57.5,126,4.0,53.5
NJ-017,"Hudson County",57.1,125,4.3,52.8
NJ-019,"Hunterdon County",54.0,126,4.5,49.5
NJ-021,"Mercer County",56.0,125,4.2,51.8
NJ-023,"Middlesex County",56.3,126,4.4,51.9
NJ-025,"Monmouth County",56.3,126,4.3,52
NJ-027,"Morris County",53.4,126,4.5,48.9
NJ-029,"Ocean County",56.4,125,4.2,52.2
NJ-031,"Passaic County",53.5,126,4.4,49.1
NJ-033,"Salem County",57.6,126,4.0,53.6
NJ-035,"Somerset County",55.3,126,4.6,50.7
NJ-037,"Sussex County",52.0,126,4.4,47.6
NJ-039,"Union County",56.5,126,4.7,51.8
NJ-041,"Warren County",52.9,126,4.6,48.3
NM-001,"Bernalillo County",54.8,122,2.6,52.2
NM-003,"Catron County",49.5,116,1.8,47.7
NM-005,"Chaves County",61.0,121,3.2,57.8
NM-006,"Cibola County",50.2,116,2.0,48.2
NM-007,"Colfax County",49.1,124,2.4,46.7
NM-009,"Curry County",59.2,126,3.8,55.4
NM-011,"De Baca County",60.2,123,3.7,56.5
NM-013,"Dona Ana County",62.3,117,2.2,60.1
NM-015,"Eddy County",63.6,122,3.1,60.5
NM-017,"Grant County",56.9,118,2.1,54.8
NM-019,"Guadalupe County",57.3,125,3.2,54.1
NM-021,"Harding County",56.5,126,3.2,53.3
NM-023,"Hidalgo County",61.4,122,2.5,58.9
NM-025,"Lea County",62.8,125,3.4,59.4
NM-027,"Lincoln County",56.0,121,2.7,53.3
NM-028,"Los Alamos County",48.7,123,2.5,46.2
NM-029,"Luna County",61.8,118,2.0,59.8
NM-031,"McKinley County",50.3,118,2.0,48.3
NM-033,"Mora County",49.5,124,2.7,46.8
NM-035,"Otero County",58.9,119,2.4,56.5
NM-037,"Quay County",59.8,126,3.4,56.4
NM-039,"Rio Arriba County",46.7,119,2.2,44.5
NM-041,"Roosevelt County",60.4,126,4.0,56.4
NM-043,"Sandoval County",51.2,119,2.0,49.2
NM-045,"San Juan County",52.7,120,2.3,50.4
NM-047,"San Miguel County",54.9,125,3.0,51.9
NM-049,"Santa Fe County",50.8,121,2.3,48.5
NM-051,"Sierra County",58.8,119,2.2,56.6
NM-053,"Socorro County",55.5,121,2.6,52.9
NM-055,"Taos County",44.2,119,2.1,42.1
NM-057,"Torrance County",52.7,124,3.2,49.5
NM-059,"Union County",54.4,125,2.9,51.5
NM-061,"Valencia County",56.8,122,2.7,54.1
NY-001,"Albany County",50.3,126,3.9,46.4
NY-003,"Allegany County",48.9,126,4.1,44.8
NY-005,"Bronx County",56.9,125,4.2,52.7
NY-007,"Broome County",49.3,126,3.7,45.6
NY-009,"Cattaraugus County",48.3,126,3.6,44.7
NY-011,"Cayuga County",50.0,126,3.9,46.1
NY-013,"Chautauqua County",49.6,126,3.7,45.9
NY-015,"Chemung County",49.6,126,3.7,45.9
NY-017,"Chenango County",48.4,126,3.9,44.5
NY-019,"Clinton County",45.8,126,4.0,41.8
NY-021,"Columbia County",51.4,126,4.3,47.1
NY-023,"Cortland County",48.1,126,3.8,44.3
NY-025,"Delaware County",48.0,126,4.2,43.8
NY-027,"Dutchess County",52.4,126,4.7,47.7
NY-029,"Erie County",50.5,126,4.3,46.2
NY-031,"Essex County",44.8,126,4.4,40.4
NY-033,"Franklin County",44.8,126,4.5,40.3
NY-035,"Fulton County",47.4,126,3.7,43.7
NY-037,"Genesee County",50.5,126,4.5,46
NY-039,"Greene County",49.2,126,4.1,45.1
NY-041,"Hamilton County",43.9,126,4.1,39.8
NY-043,"Herkimer County",45.7,126,4.0,41.7
NY-045,"Jefferson County",48.5,126,4.9,43.6
NY-047,"Kings County",57.2,125,4.2,53
NY-049,"Lewis County",45.7,126,4.4,41.3
NY-051,"Livingston County",50.6,126,4.2,46.4
NY-053,"Madison County",48.3,126,4.1,44.2
NY-055,"Monroe County",51.5,126,4.6,46.9
NY-057,"Montgomery County",49.6,126,3.6,46
NY-059,"Nassau County",56.1,125,4.2,51.9
NY-061,"New York County",57.1,125,4.2,52.9
NY-063,"Niagara County",51.5,126,4.5,47
NY-065,"Oneida County",48.1,126,4.1,44
NY-067,"Onondaga County",50.0,126,4.3,45.7
NY-069,"Ontario County",50.6,126,4.3,46.3
NY-071,"Orange County",52.2,126,4.3,47.9
NY-073,"Orleans County",51.0,126,4.3,46.7
NY-075,"Oswego County",49.5,126,4.5,45
NY-077,"Otsego County",47.8,126,3.8,44
NY-079,"Putnam County",52.7,126,4.4,48.3
NY-081,"Queens County",56.8,125,4.1,52.7
NY-083,"Rensselaer County",49.9,126,4.3,45.6
NY-085,"Richmond County",57.2,126,4.4,52.8
NY-087,"Rockland County",54.1,126,4.4,49.7
NY-089,"St. Lawrence County",46.7,126,4.9,41.8
NY-091,"Saratoga County",49.0,126,4.1,44.9
NY-093,"Schenectady County",49.8,126,3.9,45.9
NY-095,"Schoharie County",48.2,126,3.8,44.4
NY-097,"Schuyler County",49.4,126,3.8,45.6
NY-099,"Seneca County",50.9,126,3.9,47
NY-101,"Steuben County",48.9,126,3.8,45.1
NY-103,"Suffolk County",54.6,126,4.3,50.3
NY-105,"Sullivan County",49.4,126,4.2,45.2
NY-107,"Tioga County",49.5,126,3.6,45.9
NY-109,"Tompkins County",49.4,126,3.8,45.6
NY-111,"Ulster County",50.4,126,4.4,46
NY-113,"Warren County",46.6,126,4.3,42.3
NY-115,"Washington County",49.1,126,4.5,44.6
NY-117,"Wayne County",51.0,126,4.3,46.7
NY-119,"Westchester County",54.4,126,4.4,50
NY-121,"Wyoming County",49.0,126,4.3,44.7
NY-123,"Yates County",50.2,126,4.0,46.2
NC-001,"Alamance County",60.4,120,2.3,58.1
NC-003,"Alexander County",59.4,122,2.3,57.1
NC-005,"Alleghany County",53.5,123,2.6,50.9
NC-007,"Anson County",63.4,123,2.6,60.8
NC-009,"Ashe County",52.3,124,2.4,49.9
NC-011,"Avery County",52.1,124,2.9,49.2
NC-013,"Beaufort County",63.1,118,2.1,61
NC-015,"Bertie County",61.3,117,1.9,59.4
NC-017,"Bladen County",63.4,117,1.8,61.6
NC-019,"Brunswick County",64.5,119,2.0,62.5
NC-021,"Buncombe County",56.1,124,2.9,53.2
NC-023,"Burke County",59.4,124,2.6,56.8
NC-025,"Cabarrus County",61.6,121,2.2,59.4
NC-027,"Caldwell County",58.9,124,2.5,56.4
NC-029,"Camden County",61.4,121,2.2,59.2
NC-031,"Carteret County",64.6,121,2.3,62.3
NC-033,"Caswell County",59.6,115,2.0,57.6
NC-035,"Catawba County",60.3,123,2.4,57.9
NC-037,"Chatham County",61.3,120,2.2,59.1
NC-039,"Cherokee County",57.9,120,2.2,55.7
NC-041,"Chowan County",61.9,121,2.1,59.8
NC-043,"Clay County",56.6,123,2.4,54.2
NC-045,"Cleveland County",60.8,123,2.3,58.5
NC-047,"Columbus County",64.1,119,2.0,62.1
NC-049,"Craven County",63.4,119,2.2,61.2
NC-051,"Cumberland County",63.0,116,1.8,61.2
NC-053,"Currituck County",61.7,121,2.3,59.4
NC-055,"Dare County",63.2,121,2.0,61.2
NC-057,"Davidson County",60.6,123,2.5,58.1
NC-059,"Davie County",60.0,124,2.7,57.3
NC-061,"Duplin County",62.6,117,1.5,61.1
NC-063,"Durham County",60.4,120,2.1,58.3
NC-065,"Edgecombe County",61.2,113,1.6,59.6
NC-067,"Forsyth County",59.8,123,2.7,57.1
NC-069,"Franklin County",60.3,117,2.0,58.3
NC-071,"Gaston County",61.5,123,2.6,58.9
NC-073,"Gates County",60.8,118,1.9,58.9
NC-075,"Graham County",55.8,122,2.2,53.6
NC-077,"Granville County",59.6,119,2.1,57.5
NC-079,"Greene County",62.3,115,1.8,60.5
NC-081,"Guilford County",60.4,123,2.8,57.6
NC-083,"Halifax County",60.5,115,1.9,58.6
NC-085,"Harnett County",62.2,116,1.9,60.3
NC-087,"Haywood County",52.8,124,2.5,50.3
NC-089,"Henderson County",57.5,125,2.8,54.7
NC-091,"Hertford County",60.7,116,1.7,59
NC-093,"Hoke County",62.7,116,2.0,60.7
NC-095,"Hyde County",63.6,118,1.9,61.7
NC-097,"Iredell County",60.0,123,2.5,57.5
NC-099,"Jackson County",54.1,122,2.2,51.9
NC-101,"Johnston County",61.8,112,1.7,60.1
NC-103,"Jones County",63.1,119,2.1,61
NC-105,"Lee County",61.8,119,2.1,59.7
NC-107,"Lenoir County",62.7,119,1.9,60.8
NC-109,"Lincoln County",60.7,122,2.4,58.3
NC-111,"McDowell County",58.8,124,3.0,55.8
NC-113,"Macon County",55.2,122,2.2,53
NC-115,"Madison County",56.5,124,2.7,53.8
NC-117,"Martin County",61.9,118,2.0,59.9
NC-119,"Mecklenburg County",61.9,122,2.5,59.4
NC-121,"Mitchell County",53.4,124,2.8,50.6
NC-123,"Montgomery County",62.4,123,2.5,59.9
NC-125,"Moore County",62.0,118,2.1,59.9
NC-127,"Nash County",60.6,112,1.8,58.8
NC-129,"New Hanover County",64.5,118,2.0,62.5
NC-131,"Northampton County",60.4,116,1.8,58.6
NC-133,"Onslow County",63.6,118,2.0,61.6
NC-135,"Orange County",60.0,118,2.0,58
NC-137,"Pamlico County",63.9,119,2.0,61.9
NC-139,"Pasquotank County",61.5,121,2.1,59.4
NC-141,"Pender County",63.5,117,1.8,61.7
NC-143,"Perquimans County",61.7,121,2.1,59.6
NC-145,"Person County",59.0,117,1.9,57.1
NC-147,"Pitt County",62.3,116,1.8,60.5
NC-149,"Polk County",61.4,125,3.1,58.3
NC-151,"Randolph County",61.3,122,2.5,58.8
NC-153,"Richmond County",63.2,121,2.4,60.8
NC-155,"Robeson County",63.6,115,1.9,61.7
NC-157,"Rockingham County",59.8,123,2.4,57.4
NC-159,"Rowan County",60.7,122,2.4,58.3
NC-161,"Rutherford County",61.0,124,2.7,58.3
NC-163,"Sampson County",62.5,111,1.5,61
NC-165,"Scotland County",63.2,117,2.2,61
NC-167,"Stanly County",62.6,124,2.5,60.1
NC-169,"Stokes County",59.0,123,2.6,56.4
NC-171,"Surry County",58.4,124,2.9,55.5
NC-173,"Swain County",54.0,124,2.4,51.6
NC-175,"Transylvania County",55.8,124,2.5,53.3
NC-177,"Tyrrell County",62.8,121,2.1,60.7
NC-179,"Union County",62.7,123,2.6,60.1
NC-181,"Vance County",59.7,119,2.2,57.5
NC-183,"Wake County",61.3,120,2.1,59.2
NC-185,"Warren County",60.1,119,2.2,57.9
NC-187,"Washington County",62.4,121,2.2,60.2
NC-189,"Watauga County",52.6,124,2.6,50
NC-191,"Wayne County",62.3,115,1.7,60.6
NC-193,"Wilkes County",58.2,123,2.4,55.8
NC-195,"Wilson County",61.5,110,1.6,59.9
NC-197,"Yadkin County",59.3,123,2.8,56.5
NC-199,"Yancey County",53.4,124,2.9,50.5
ND-001,"Adams County",45.7,125,4.2,41.5
ND-003,"Barnes County",43.8,123,4.1,39.7
ND-005,"Benson County",41.7,121,3.7,38
ND-007,"Billings County",45.4,125,3.9,41.5
ND-009,"Bottineau County",41.1,116,3.2,37.9
ND-011,"Bowman County",46.2,126,4.2,42
ND-013,"Burke County",40.8,117,3.1,37.7
ND-015,"Burleigh County",43.9,120,3.7,40.2
ND-017,"Cass County",44.9,125,4.4,40.5
ND-019,"Cavalier County",40.0,121,3.8,36.2
ND-021,"Dickey County",44.6,122,3.5,41.1
ND-023,"Divide County",41.4,118,3.5,37.9
ND-025,"Dunn County",44.6,123,3.8,40.8
ND-027,"Eddy County",42.4,123,3.8,38.6
ND-029,"Emmons County",45.0,122,3.6,41.4
ND-031,"Foster County",42.8,123,3.9,38.9
ND-033,"Golden Valley County",45.4,122,3.5,41.9
ND-035,"Grand Forks County",42.9,123,3.9,39
ND-037,"Grant County",45.2,124,3.7,41.5
ND-039,"Griggs County",42.3,123,3.8,38.5
ND-041,"Hettinger County",45.2,125,4.1,41.1
ND-043,"Kidder County",43.3,122,3.8,39.5
ND-045,"LaMoure County",44.4,123,3.8,40.6
ND-047,"Logan County",43.8,124,3.9,39.9
ND-049,"McHenry County",42.4,117,3.4,39
ND-051,"McIntosh County",44.1,123,3.6,40.5
ND-053,"McKenzie County",44.6,121,3.9,40.7
ND-055,"McLean County",43.8,121,3.7,40.1
ND-057,"Mercer County",44.5,122,3.6,40.9
ND-059,"Morton County",44.5,118,3.5,41
ND-061,"Mountrail County",42.2,118,3.3,38.9
ND-063,"Nelson County",41.4,120,3.7,37.7
ND-065,"Oliver County",44.0,115,3.1,40.9
ND-067,"Pembina County",41.4,120,3.9,37.5
ND-069,"Pierce County",41.5,120,3.8,37.7
ND-071,"Ramsey County",41.1,120,3.5,37.6
ND-073,"Ransom County",45.3,124,4.3,41
ND-075,"Renville County",41.5,113,2.8,38.7
ND-077,"Richland County",45.7,123,4.3,41.4
ND-079,"Rolette County",40.1,122,3.9,36.2
ND-081,"Sargent County",45.3,123,3.9,41.4
ND-083,"Sheridan County",43.2,122,4.0,39.2
ND-085,"Sioux County",45.5,120,3.4,42.1
ND-087,"Slope County",46.1,126,4.0,42.1
ND-089,"Stark County",45.1,125,3.9,41.2
ND-091,"Steele County",42.6,122,3.5,39.1
ND-093,"Stutsman County",43.5,123,3.8,39.7
ND-095,"Towner County",40.4,121,4.0,36.4
ND-097,"Traill County",43.9,123,4.0,39.9
ND-099,"Walsh County",41.8,122,3.9,37.9
ND-101,"Ward County",42.5,117,3.2,39.3
ND-103,"Wells County",42.3,120,3.6,38.7
ND-105,"Williams County",42.8,118,3.6,39.2
OH-001,"Adams County",55.9,125,3.1,52.8
OH-003,"Allen County",53.8,126,3.7,50.1
OH-005,"Ashland County",52.1,125,3.5,48.6
OH-007,"Ashtabula County",51.6,126,4.2,47.4
OH-009,"Athens County",54.9,125,2.9,52
OH-011,"Auglaize County",53.6,125,3.6,50
OH-013,"Belmont County",53.7,125,3.1,50.6
OH-015,"Brown County",55.8,125,3.4,52.4
OH-017,"Butler County",55.6,125,3.3,52.3
OH-019,"Carroll County",52.9,125,3.7,49.2
OH-021,"Champaign County",53.4,125,3.2,50.2
OH-023,"Clark County",53.9,125,3.1,50.8
OH-025,"Clermont County",56.4,126,3.5,52.9
OH-027,"Clinton County",54.8,125,3.5,51.3
OH-029,"Columbiana County",52.7,126,3.8,48.9
OH-031,"Coshocton County",53.5,125,3.5,50
OH-033,"Crawford County",52.6,125,3.6,49
OH-035,"Cuyahoga County",53.0,125,3.7,49.3
OH-037,"Darke County",53.9,125,3.7,50.2
